epoch,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,train_true_negatives,train_false_positives,train_false_negatives,train_true_positives,train_support_negative,train_support_positive,train_precision_negative,train_recall_negative,train_f1_negative,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_true_negatives,val_false_positives,val_false_negatives,val_true_positives,val_support_negative,val_support_positive,val_precision_negative,val_recall_negative,val_f1_negative,val_loss
1,0.9052494415487714,0.030136986301369864,0.06626506024096386,0.04143126177024482,0.4518841790519743,0.02919698163353588,4852,354,155,11,5206,166,0.9690433393249451,0.9320015366884364,0.9501615088165967,1.127440833295103,0.96274217585693,0.0,0.0,0.0,0.2979876160990712,0.026108607795070987,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.8807864763271839
2,0.9501116902457185,0.08870967741935484,0.06626506024096386,0.07586206896551724,0.4474690926595356,0.03406389186132806,5093,113,155,11,5206,166,0.9704649390243902,0.9782942758355744,0.9743638298554107,0.6741764251054563,0.96274217585693,0.0,0.0,0.0,0.3071826625386997,0.026715014442354704,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.7679336676890811
3,0.9463886820551005,0.03787878787878788,0.030120481927710843,0.03355704697986577,0.4597325143833112,0.02902433579664289,5079,127,161,5,5206,166,0.9692748091603054,0.9756050710718401,0.9724295881395327,0.726350781377689,0.96274217585693,0.0,0.0,0.0,0.3248297213622291,0.027281297057142523,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.6525251764465966
4,0.9478778853313478,0.025,0.018072289156626505,0.02097902097902098,0.4252582747432295,0.027513064583307913,5089,117,163,3,5206,166,0.968964204112719,0.9775259316173646,0.9732261882874492,0.6926725227403083,0.96274217585693,0.0,0.0,0.0,0.3470278637770898,0.027772618604700584,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.7399569225461035
5,0.9484363365599404,0.04878048780487805,0.03614457831325301,0.04152249134948097,0.4448336951339743,0.030199182677584546,5089,117,160,6,5206,166,0.9695180034292246,0.9775259316173646,0.9735054497617281,0.5748409775031698,0.96274217585693,0.0,0.0,0.0,0.3778947368421052,0.02907547729442722,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.5052239868385923
6,0.9458302308265079,0.022900763358778626,0.018072289156626505,0.020202020202020204,0.44623789047854884,0.027772242727836616,5078,128,163,3,5206,166,0.9688990650639191,0.9754129850172878,0.9721450634302565,0.527919855938221,0.96274217585693,0.0,0.0,0.0,0.3918885448916409,0.030465928827787276,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.47502952934120823
7,0.9493670886075949,0.07258064516129033,0.05421686746987952,0.06206896551724138,0.46384037880295675,0.04415056220525463,5091,115,157,9,5206,166,0.9700838414634146,0.9779101037264695,0.9739812011965242,0.4705501740667214,0.96274217585693,0.0,0.0,0.0,0.40619195046439627,0.0314809346031201,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.47649770759952453
8,0.9510424422933731,0.06306306306306306,0.04216867469879518,0.05054151624548736,0.49739468824201916,0.03753249859941563,5102,104,159,7,5206,166,0.969777608819616,0.9800230503265462,0.9748733616761706,0.40958101338973,0.96274217585693,0.0,0.0,0.0,0.42043343653250775,0.03233086334075973,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.4407905054921728
9,0.9512285927029039,0.06363636363636363,0.04216867469879518,0.050724637681159424,0.48135492411443703,0.03391054384242391,5103,103,159,7,5206,166,0.9697833523375142,0.9802151363810987,0.9749712912318499,0.3886587254722447,0.96274217585693,0.0,0.0,0.0,0.4824148606811146,0.03774335088105858,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.359492103469425
10,0.9538346984363366,0.09803921568627451,0.060240963855421686,0.07462686567164178,0.5368562224310226,0.05001275771610485,5114,92,156,10,5206,166,0.9703984819734346,0.9823280829811756,0.9763267923080924,0.3244795602243227,0.96274217585693,0.0,0.0,0.0,0.5267492260061919,0.046896077339737496,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.32396646396123935
11,0.9521593447505584,0.07476635514018691,0.04819277108433735,0.05860805860805861,0.5866111391397322,0.0505193178132552,5107,99,158,8,5206,166,0.9699905033238366,0.9809834805993085,0.9754559713940072,0.2728021308915534,0.96274217585693,0.0,0.0,0.0,0.5110835913312693,0.04353872006459641,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.28971331784989507
12,0.9553239017125837,0.07954545454545454,0.04216867469879518,0.05511811023622047,0.5332702303644081,0.04303916089264458,5125,81,159,7,5206,166,0.9699091597274792,0.9844410295812523,0.977121017686275,0.2658485592359544,0.96274217585693,0.0,0.0,0.0,0.5237770897832817,0.051726440308268465,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.24129684398039467
13,0.9573715562174236,0.056338028169014086,0.024096385542168676,0.03375527426160337,0.5627403968544172,0.043988731240739404,5139,67,162,4,5206,166,0.969439728353141,0.9871302343449866,0.9782049561904421,0.23245937555302157,0.96274217585693,0.0,0.0,0.0,0.5841486068111456,0.0726484955280815,646,0,25,0,646,25,0.96274217585693,1.0,0.9810174139512009,0.20632903774579367
