epoch,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,train_true_negatives,train_false_positives,train_false_negatives,train_true_positives,train_support_negative,train_support_positive,train_precision_negative,train_recall_negative,train_f1_negative,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_true_negatives,val_false_positives,val_false_negatives,val_true_positives,val_support_negative,val_support_positive,val_precision_negative,val_recall_negative,val_f1_negative,val_loss
1,0.86875,0.05454545454545454,0.08571428571428572,0.06666666666666667,0.4358028335301063,0.04890255717670347,4424,416,256,24,4840,280,0.9452991452991453,0.9140495867768595,0.9294117147200083,1.5633440321664238,0.932601880877743,0.0,0.0,0.0,0.3110025405511042,0.04591160951282117,595,0,43,0,595,43,0.932601880877743,1.0,0.9651256597120704,1.2302371318728547
2,0.9109375,0.08878504672897196,0.06785714285714285,0.07692307692307693,0.48139389020070844,0.06106156730144893,4645,195,261,19,4840,280,0.9467998369343661,0.9597107438016529,0.953211523981364,0.9633700394399056,0.932601880877743,0.0,0.0,0.0,0.3282392026578073,0.04718044529358465,595,0,43,0,595,43,0.932601880877743,1.0,0.9651256597120704,1.0180519504938275
3,0.90078125,0.047619047619047616,0.04285714285714286,0.045112781954887216,0.45044495277449825,0.04875281850664105,4600,240,268,12,4840,280,0.9449465899753492,0.9504132231404959,0.9476719730741722,0.9664578406613146,0.932601880877743,0.0,0.0,0.0,0.3564588626148134,0.04978468174054468,595,0,43,0,595,43,0.932601880877743,1.0,0.9651256597120704,0.8939872995804763
4,0.911328125,0.11160714285714286,0.08928571428571429,0.0992063492063492,0.519961629279811,0.07070906831644452,4641,199,255,25,4840,280,0.9479166666666666,0.9588842975206612,0.9533688900180906,0.7521113030146808,0.932601880877743,0.0,0.0,0.0,0.38686730506155953,0.05459464975516965,595,0,43,0,595,43,0.932601880877743,1.0,0.9651256597120704,0.780421069797012
5,0.90625,0.07983193277310924,0.06785714285714285,0.07335907335907337,0.512176800472255,0.06360832018172069,4621,219,261,19,4840,280,0.9465383039737812,0.9547520661157025,0.9506273929139165,0.7461084915383254,0.932601880877743,0.0,0.0,0.0,0.41688489349228064,0.0626200289007213,595,0,43,0,595,43,0.932601880877743,1.0,0.9651256597120704,0.7371562014595838
6,0.9099609375,0.09417040358744394,0.075,0.08349900596421471,0.4868816410861866,0.0638796911380794,4638,202,259,21,4840,280,0.9471104758015111,0.9582644628099174,0.9526547718154164,0.7127311196651135,0.932601880877743,0.0,0.0,0.0,0.45229626734414696,0.07465709704074303,595,0,43,0,595,43,0.932601880877743,1.0,0.9651256597120704,0.5723142989212647
7,0.912890625,0.12946428571428573,0.10357142857142858,0.11507936507936507,0.527624704840614,0.07491686361856079,4645,195,251,29,4840,280,0.9487336601307189,0.9597107438016529,0.9541905827050257,0.5850677537033334,0.932601880877743,0.0,0.0,0.0,0.452608950556967,0.07657769941665533,595,0,43,0,595,43,0.932601880877743,1.0,0.9651256597120704,0.6562376892266911
8,0.91328125,0.09803921568627451,0.07142857142857142,0.08264462809917356,0.5294709268004723,0.07334157169480504,4656,184,260,20,4840,280,0.9471114727420668,0.9619834710743802,0.9544894948984859,0.5256056121026631,0.9294670846394985,0.0,0.0,0.0,0.4695329294508501,0.08240160726303779,593,2,43,0,595,43,0.9323899371069182,0.9966386554621849,0.9634443042390585,0.5075216713594273
9,0.9169921875,0.10810810810810811,0.07142857142857142,0.08602150537634409,0.5590348288075562,0.08091861789786904,4675,165,260,20,4840,280,0.9473150962512664,0.9659090909090909,0.9565216891351599,0.4143842636316549,0.9294670846394985,0.0,0.0,0.0,0.5051397303107289,0.09623339495895558,593,2,43,0,595,43,0.9323899371069182,0.9966386554621849,0.9634443042390585,0.4286861686967313
10,0.921875,0.15517241379310345,0.09642857142857143,0.11894273127753303,0.5569834710743802,0.09196107099982632,4693,147,253,27,4840,280,0.9488475535786494,0.9696280991735537,0.9591252310195619,0.37279998869635167,0.9294670846394985,0.0,0.0,0.0,0.53500097713504,0.11024753437496683,593,2,43,0,595,43,0.9323899371069182,0.9966386554621849,0.9634443042390585,0.37699111849069594
11,0.922265625,0.1402439024390244,0.08214285714285714,0.1036036036036036,0.5848686540731995,0.09297340242974987,4699,141,257,23,4840,280,0.9481436642453591,0.9708677685950413,0.9593711219139145,0.3328252207371406,0.9294670846394985,0.0,0.0,0.0,0.5274184092241547,0.10822864745971894,593,2,43,0,595,43,0.9323899371069182,0.9966386554621849,0.9634443042390585,0.3305441510863602
12,0.9318359375,0.20512820512820512,0.08571428571428572,0.12090680100755667,0.5763732290436836,0.09391267119429816,4747,93,256,24,4840,280,0.9488307015790526,0.9807851239669422,0.9645432802991963,0.298723236186197,0.9294670846394985,0.0,0.0,0.0,0.5719757670510064,0.13733225757454398,593,2,43,0,595,43,0.9323899371069182,0.9966386554621849,0.9634443042390585,0.2843305189162493
13,0.93046875,0.12745098039215685,0.04642857142857143,0.06806282722513089,0.6023841499409681,0.0836215776101624,4751,89,267,13,4840,280,0.9467915504184934,0.9816115702479339,0.9638871482309522,0.276365880924277,0.9294670846394985,0.0,0.0,0.0,0.6430721125659565,0.16699949945373774,593,2,43,0,595,43,0.9323899371069182,0.9966386554621849,0.9634443042390585,0.25454193279147147
14,0.9345703125,0.19101123595505617,0.060714285714285714,0.0921409214092141,0.6158175914994097,0.09801782429034461,4768,72,263,17,4840,280,0.9477241105148082,0.9851239669421488,0.9660621524298262,0.25758486861595886,0.932601880877743,0.0,0.0,0.0,0.6778581199921829,0.17596235171176508,595,0,43,0,595,43,0.932601880877743,1.0,0.9651256597120704,0.24165719263255597
15,0.9376953125,0.18032786885245902,0.039285714285714285,0.06451612903225806,0.6717923553719007,0.10580175315925382,4790,50,269,11,4840,280,0.9468274362522238,0.9896694214876033,0.9677744727035333,0.22513901120983065,0.9294670846394985,0.0,0.0,0.0,0.6628884111784248,0.1809382237699132,593,2,43,0,595,43,0.9323899371069182,0.9966386554621849,0.9634443042390585,0.2527633596211672
16,0.9400390625,0.23529411764705882,0.04285714285714286,0.07250755287009064,0.6502730224321134,0.11680969035371967,4801,39,268,12,4840,280,0.947129611363188,0.9919421487603306,0.9690180144126187,0.22506330597680063,0.9294670846394985,0.0,0.0,0.0,0.6716826265389877,0.18447789211763452,593,2,43,0,595,43,0.9323899371069182,0.9966386554621849,0.9634443042390585,0.2502395687624812
17,0.94140625,0.23684210526315788,0.03214285714285714,0.05660377358490566,0.6996524498229043,0.11786911823313274,4811,29,271,9,4840,280,0.9466745375836285,0.9940082644628099,0.9697641104812685,0.20904540326446294,0.932601880877743,0.0,0.0,0.0,0.6590189564197773,0.17534295044278284,595,0,43,0,595,43,0.932601880877743,1.0,0.9651256597120704,0.294597889482975
18,0.942578125,0.23076923076923078,0.02142857142857143,0.0392156862745098,0.6673693919716648,0.11958324210747122,4820,20,274,6,4840,280,0.9462112288967413,0.9958677685950413,0.9704046208601519,0.21114877643994986,0.932601880877743,0.0,0.0,0.0,0.7347664647254252,0.19810574209729026,595,0,43,0,595,43,0.932601880877743,1.0,0.9651256597120704,0.22221357449889184
