epoch,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,train_true_negatives,train_false_positives,train_false_negatives,train_true_positives,train_support_negative,train_support_positive,train_precision_negative,train_recall_negative,train_f1_negative,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_true_negatives,val_false_positives,val_false_negatives,val_true_positives,val_support_negative,val_support_positive,val_precision_negative,val_recall_negative,val_f1_negative,val_loss
1,0.8157894736842105,0.2307692307692307,0.0834386852085967,0.1225626740947075,0.5886778225537411,0.2057160367282964,4119,220,725,66,4339,791,0.8503303055326177,0.9492970730583083,0.8970924035978,0.6995975190993422,0.8551401869158879,0.0,0.0,0.0,0.7604347826086957,0.3391170508639446,549,1,92,0,550,92,0.8564742589703588,0.9981818181818182,0.921914307974519,0.3664784275350116
2,0.8471734892787525,0.528,0.0834386852085967,0.1441048034934497,0.764903563335974,0.3685087242503252,4280,59,725,66,4339,791,0.8551448551448552,0.9864023968656372,0.9160958406649728,0.3710411516775996,0.8582554517133957,0.5294117647058824,0.0978260869565217,0.1651376146788991,0.7772529644268775,0.3383335229548703,542,8,83,9,550,92,0.8672,0.9854545454545456,0.9225531416930765,0.3655972416911806
3,0.845224171539961,0.4923076923076923,0.1213653603034134,0.1947261663286004,0.7852942864660014,0.3805606408932209,4240,99,695,96,4339,791,0.8591691995947315,0.9771836828762388,0.9143842504005976,0.3626371564702217,0.8411214953271028,0.4107142857142857,0.25,0.3108108108108108,0.7850197628458497,0.3412443106012102,517,33,69,23,550,92,0.8822525597269625,0.94,0.9102112176558498,0.3935681198324476
4,0.843859649122807,0.4744897959183674,0.1175726927939317,0.1884498480243161,0.7849191570645679,0.379186481084757,4236,103,698,93,4339,791,0.8585326307255776,0.976261811477299,0.9136201378473986,0.3624453501116415,0.8629283489096573,0.6,0.1304347826086956,0.2142857142857142,0.801501976284585,0.3736107216637146,542,8,80,12,550,92,0.8713826366559485,0.9854545454545456,0.9249146259566242,0.3637177447477976
5,0.8477582846003898,0.52,0.1643489254108723,0.249759846301633,0.8057561020806497,0.4044523272020527,4219,120,661,130,4339,791,0.8645491803278689,0.9723438580318046,0.9152836034968438,0.3527961371940856,0.8613707165109035,0.5555555555555556,0.1630434782608695,0.2521008403361344,0.8127470355731226,0.4031542520759889,538,12,77,15,550,92,0.8747967479674796,0.9781818181818182,0.9236051003702432,0.3737935693491073
6,0.8524366471734893,0.568,0.179519595448799,0.2728146013448607,0.8006313245724472,0.4100222128122974,4231,108,649,142,4339,791,0.8670081967213115,0.975109472228624,0.9178869227288649,0.3528069778814079,0.8613707165109035,0.5789473684210527,0.1195652173913043,0.1981981981981982,0.8135177865612648,0.4174352772459957,542,8,81,11,550,92,0.869983948635634,0.9854545454545456,0.9241261224016674,0.3840313731204895
7,0.8532163742690059,0.5659722222222222,0.2060682680151706,0.3021316033364226,0.7985174886055356,0.4228059364430806,4214,125,628,163,4339,791,0.8703015282940934,0.9711915187831296,0.917982740695776,0.3532903829346532,0.8566978193146417,0.5,0.1739130434782608,0.2580645161290322,0.8155138339920949,0.4064945610118023,534,16,76,16,550,92,0.8754098360655738,0.9709090909090908,0.9206896053061858,0.3809214645907992
8,0.856140350877193,0.5910652920962199,0.2174462705436156,0.3179297597042514,0.8116797959529145,0.4500490638421564,4220,119,619,172,4339,791,0.872081008472825,0.9725743258815396,0.9195902748378706,0.3430132785846728,0.8520249221183801,0.4693877551020408,0.25,0.3262411347517731,0.8243280632411067,0.4068492581263625,524,26,69,23,550,92,0.8836424957841484,0.9527272727272728,0.9168853393971012,0.3894357532262802
9,0.8584795321637427,0.599388379204893,0.247787610619469,0.3506261180679785,0.8254324040127627,0.4573953468661297,4208,131,595,196,4339,791,0.8761190922340204,0.96980871168472,0.9205862550948954,0.3382058132046498,0.8582554517133957,0.5068493150684932,0.4021739130434782,0.4484848484848485,0.8213438735177865,0.425989889988267,514,36,55,37,550,92,0.9033391915641475,0.9345454545454546,0.9186773405416744,0.4020032648529325
10,0.8576998050682261,0.5927051671732523,0.2465233881163084,0.3482142857142857,0.8181934991750066,0.4485749130200553,4205,134,596,195,4339,791,0.8758591960008332,0.9691173081355152,0.9201312411561992,0.3406842100601759,0.8613707165109035,0.56,0.1521739130434782,0.2393162393162393,0.8216798418972332,0.4244900721684476,539,11,78,14,550,92,0.873581847649919,0.98,0.9237360255718372,0.3844361709696905
