epoch,train_accuracy,train_precision,train_recall,train_f1,train_roc_auc,train_pr_auc,train_true_negatives,train_false_positives,train_false_negatives,train_true_positives,train_support_negative,train_support_positive,train_precision_negative,train_recall_negative,train_f1_negative,train_loss,val_accuracy,val_precision,val_recall,val_f1,val_roc_auc,val_pr_auc,val_true_negatives,val_false_positives,val_false_negatives,val_true_positives,val_support_negative,val_support_positive,val_precision_negative,val_recall_negative,val_f1_negative,val_loss
1,0.785325577031338,0.1309192200557103,0.15309446254071662,0.14114114114114115,0.48449141799164763,0.11590956477880372,4091,624,520,94,4715,614,0.887226198221644,0.8676564156945917,0.877332139583746,2.367999693769181,0.911144578313253,0.0,0.0,0.0,0.38473175514777974,0.0680429842716097,605,0,59,0,605,59,0.911144578313253,1.0,0.9535066482956331,1.2490494545116755
2,0.8157252767873897,0.15671641791044777,0.13680781758957655,0.14608695652173914,0.5094849413300818,0.1310537795110822,4263,452,530,84,4715,614,0.8894220738577091,0.904135737009544,0.8967185028010116,1.6752927749233688,0.911144578313253,0.0,0.0,0.0,0.4089088107578092,0.0707231771726572,605,0,59,0,605,59,0.911144578313253,1.0,0.9535066482956331,1.0627325529321319
3,0.8129104897729406,0.151183970856102,0.13517915309446255,0.14273430782459157,0.5056514485269481,0.1252792206013183,4249,466,531,83,4715,614,0.8889121338912134,0.9011664899257689,0.8949973170376276,1.5943753871910586,0.911144578313253,0.0,0.0,0.0,0.43235747303543914,0.07497871011350662,605,0,59,0,605,59,0.911144578313253,1.0,0.9535066482956331,0.8667832069498088
4,0.8134734471758304,0.14944649446494465,0.13192182410423453,0.14013840830449828,0.5095859772505104,0.1276427961388552,4254,461,533,81,4715,614,0.8886567787758513,0.9022269353128314,0.8953903941199016,1.3350858275672632,0.911144578313253,0.0,0.0,0.0,0.5061493206331419,0.09763071758293368,605,0,59,0,605,59,0.911144578313253,1.0,0.9535066482956331,0.5937533598570597
5,0.8252955526365172,0.17184265010351968,0.13517915309446255,0.15132178669097537,0.5271318579210434,0.13236855492944363,4315,400,531,83,4715,614,0.8904250928600907,0.9151643690349947,0.9026251984143678,1.0720733222579528,0.911144578313253,0.0,0.0,0.0,0.48695895783723214,0.09092128495229213,605,0,59,0,605,59,0.911144578313253,1.0,0.9535066482956331,0.6961386684505713
6,0.8288609495214863,0.17035398230088494,0.1254071661237785,0.14446529080675422,0.5193999329881417,0.13073260183600943,4340,375,537,77,4715,614,0.8898913266352265,0.9204665959703076,0.9049207173203532,0.8519507757650164,0.911144578313253,0.0,0.0,0.0,0.5121725731895224,0.10063902457436393,605,0,59,0,605,59,0.911144578313253,1.0,0.9535066482956331,0.5482378616219475
7,0.8307374741977857,0.18141592920353983,0.13355048859934854,0.15384615384615385,0.5491531980891258,0.14643266330687243,4345,370,532,82,4715,614,0.8909165470576174,0.9215270413573701,0.9059632527665583,0.6837066365573221,0.911144578313253,0.0,0.0,0.0,0.5449222580193305,0.11572548180677836,605,0,59,0,605,59,0.911144578313253,1.0,0.9535066482956331,0.46296309777313754
8,0.8419966222555827,0.2076923076923077,0.13192182410423453,0.16135458167330677,0.5644477911993395,0.1541857632141551,4406,309,533,81,4715,614,0.8920834176958898,0.9344644750795335,0.9127822164449862,0.5908263758003355,0.911144578313253,0.0,0.0,0.0,0.5307185880375404,0.11181816135380576,605,0,59,0,605,59,0.911144578313253,1.0,0.9535066482956331,0.4927047158458403
9,0.8457496716081816,0.16878980891719744,0.08631921824104234,0.11422413793103449,0.5653510695990687,0.14538178184683015,4454,261,561,53,4715,614,0.888135593220339,0.944644750795334,0.9155189634082748,0.5160188308866795,0.911144578313253,0.0,0.0,0.0,0.5771116402857542,0.12746093644079862,605,0,59,0,605,59,0.911144578313253,1.0,0.9535066482956331,0.3587569551808493
10,0.8547569900544192,0.18503937007874016,0.07654723127035831,0.10829493087557604,0.5985146856142121,0.15777698316186722,4508,207,567,47,4715,614,0.8882758620689655,0.9560975609756097,0.9209396844904929,0.4420187269856116,0.9066265060240963,0.0,0.0,0.0,0.5939487323154504,0.13149218935074483,602,3,59,0,605,59,0.9107413010590015,0.9950413223140496,0.9510268063379604,0.3376059950817199
